ratio,Spacy_entity,Spacy_tag,Spacy_clean_entities,Wiki_entity,Wiki_tag,Wiki_clean_entities
86,icarius,'PERSON',icarius,Icnarus,,icnarus
82,Watch Stations,'ORG',watch stations,Watch Station Arkhas,,watch station arkhas
87,the Arkhas System,'LOC',the arkhas system,Arkhas System,,arkhas system
83,Watch Station s,'ORG',watch station s,Watch Station Phaedas,,watch station phaedas
82,Watch Stations,'ORG',watch stations,Watch Station Xyston,,watch station xyston
89,the  Calaphrax Cluster,'LOC',the calaphrax cluster,Calaphrax Cluster,,calaphrax cluster
86,Cassiel,'PERSON',cassiel,Castiel,,castiel
86,the  Dark Pattern,'LOC',the dark pattern,Dark Pattern,,dark pattern
81,Deathwatch Chapter,'ORG',deathwatch chapter,Deathwatch Chaplain,,deathwatch chaplain
82,Deathwatch Techmarine  Anaximan,'PERSON',deathwatch techmarine anaximan,Deathwatch Techmarine,,deathwatch techmarine
95,Aggressors,'ORG',aggressors,Aggressor,,aggressor
96,A Deathwatch Assault Marine,'PERSON',a deathwatch assault marine,Deathwatch Assault Marine,,deathwatch assault marine
81,Deathwatch Chapter,'ORG',deathwatch chapter,Deathwatch Champion,,deathwatch champion
98,Deathwatch Devastator Marines,'ORG',deathwatch devastator marines,Deathwatch Devastator Marine,,deathwatch devastator marine
84,A Deathwatch Terminator,'PERSON',a deathwatch terminator,Deathwatch Terminator Squad,,deathwatch terminator squad
97,Assault Terminators,'ORG',assault terminators,Assault Terminator,,assault terminator
94,A Deathwatch Keeper,'PERSON',a deathwatch keeper,Deathwatch Keeper,,deathwatch keeper
81,Deathwatch Kill,'ORG',deathwatch kill,Deathwatch Kill-marine,,deathwatch kill-marine
82,Deathwatch  Space Marine,'PERSON',deathwatch space marine,Deathwatch Tactical Marine,,deathwatch tactical marine
81,the Sudden Exclamation,'ORG',the sudden exclamation,Masque of the Sudden Exclamation,,masque of the sudden exclamation
90,Grav Chute,'LOC',grav chute,Grav-Chute,,grav-chute
82,Outsiders,'NORP',outsiders,Outrider,,outrider
82,Radin Castor,'PERSON',radin castor,Eradicator,,eradicator
83,Clovis,'ORG',clovis,clavis,,clavis
88,the Regent of Terra,'PERSON',the regent of terra,Regent of Terra,,regent of terra
83,Hogun,'PERSON',hogun,Shotgun,,shotgun
82,Omnissian,'NORP',omnissian,Omnissian Axe,,omnissian axe
83,Oath Shield,'ORG',oath shield,Combat Shield,,combat shield
81,Torch of the Vigil,'PERSON',torch of the vigil,Master of the Vigil,,master of the vigil
87,the  Jericho Maw Warp Gate,'LOC',the jericho maw warp gate,Jericho-Maw Warp Gate,,jericho-maw warp gate
96,Saint s Halt,'LOC',saint s halt,Saints Halt,,saints halt
89,K nib,'ORG',k nib,Knib,,knib
97,Quirion Octavius,'PERSON',quirion octavius,Quiron Octavius,,quiron octavius
84,Jarold Dreadnought,'PERSON',jarold dreadnought,Ironclad Dreadnought,,ironclad dreadnought
96,Pellas Mir san,'PERSON',pellas mir san,Pellas Mirsan,,pellas mirsan
85,Grey Knight Terminator Squads,'ORG',grey knight terminator squads,Grey Knights Terminator,,grey knights terminator
81,Chaos Land Raider Proteus  ,'ORG',chaos land raider proteus,Chaos Land Raider,,chaos land raider
91,T au Dreadnought Close Combat Weapons,'PERSON',t au dreadnought close combat weapons,Dreadnought Close Combat Weapon,,dreadnought close combat weapon
84,Imperial Fists Legion,'ORG',imperial fists legion,Imperial Fists (Titan Legion),,imperial fists (titan legion)
85,the   Legio Officium,'ORG',the  legio officium,Legio Officium,,legio officium
82,Legio Praesidium,'PERSON',legio praesidium,Legio Praesidium Vortex,,legio praesidium vortex
87,the Burning Stars,'ORG',the burning stars,Burning Stars,,burning stars
88,the Silver Scythes,'ORG',the silver scythes,Silver Scythes,,silver scythes
85,the   Legio Damicium,'ORG',the  legio damicium,Legio Damicium,,legio damicium
92,the  Legio Metallum Armaturum,'ORG',the legio metallum armaturum,Legio Metallum Armaturum,,legio metallum armaturum
86,Games Day UK,'ORG',games day uk,Games Day,,games day
81,The Breath of Mars,'PERSON',the breath of mars,Treaty of Mars,,treaty of mars
89,Psi Titan,'NORP',psi titan,Psi-Titan,,psi-titan
81,Battle of Acrabellar,'PERSON',battle of acrabellar,Battle of Tallarn,,battle of tallarn
81,the   Legio Praesagius,'ORG',the  legio praesagius,Legio Praesigius,,legio praesigius
82,House Col,'ORG',house col,House ColKhak,,house colkhak
94,Boarding Torpedoes,'ORG',boarding torpedoes,Boarding Torpedo,,boarding torpedo
92,Valia Maximal,'PERSON',valia maximal,Valia-Maximal,,valia-maximal
93,Arl yeth,'LOC',arl yeth,Arlyeth,,arlyeth
91,Atar Median,'LOC',atar median,Atar-Median,,atar-median
91,Beta Garmon,'LOC',beta garmon,Beta-Garmon,,beta-garmon
85,the  Sea of Fire,'LOC',the sea of fire,Sea of Fire,,sea of fire
88,the Daemon Knights,'ORG',the daemon knights,Daemon Knights,,daemon knights
83,Arioch Power,'PERSON',arioch power,Arioch Power Claw,,arioch power claw
83,House Mosinda,'ORG',house mosinda,House Indra,,house indra
82,House Trask,'ORG',house trask,House Kaska,,house kaska
84,the  Margin Crusade,'ORG',the margin crusade,First Margin Crusade,,first margin crusade
87,Order of Battle,'ORG',order of battle,Lord of Battles,,lord of battles
86,The   Cannon of Khorne,'PERSON',the  cannon of khorne,Cannon of Khorne,,cannon of khorne
92,Prince,'PERSON',prince,princep,,princep
82,House Dortah,'ORG',house dortah,House Idra,,house idra
89,the  Pact of Morbidia,'ORG',the pact of morbidia,Pact of Morbidia,,pact of morbidia
92,Plaguebearers,'NORP',plaguebearers,Plague Bearer,,plague bearer
90,The Razing of Prospero,'PERSON',the razing of prospero,Razing of Prospero,,razing of prospero
95,House Ju ll,'ORG',house ju ll,House Jull,,house jull
82,Battle of Armatura,'PERSON',battle of armatura,Battle of Yarant,,battle of yarant
85,Titan Barque s,'ORG',titan barque s,Titan-Barque,,titan-barque
86,Mass Conveyor s,'ORG',mass conveyor s,Mass-Conveyor,,mass-conveyor
87,House Vandis,'ORG',house vandis,House Canis,,house canis
86,the Battle  Titans,'ORG',the battle titans,Heavy Battle Titan,,heavy battle titan
86,The  Unification Wars,'ORG',the unification wars,Unification War,,unification war
89,Mon keigh,'PERSON',mon keigh,Mon-keigh,,mon-keigh
96,Shadowswords,'NORP',shadowswords,Shadowsword,,shadowsword
91,Fra al,'PERSON',fra al,Fraal,,fraal
90,Beta Garmon II,'LOC',beta garmon ii,Beta-Garmon III,,beta-garmon iii
95,Drach nyen,'PERSON',drach nyen,Drachnyen,,drachnyen
86,Promus,'PERSON',promus,Proximus,,proximus
85,Damnos System,'LOC',damnos system,Diamor System,,diamor system
87,the Banshee Stone,'LOC',the banshee stone,Banshee Stone,,banshee stone
81,Battle of Tarsus,'PERSON',battle of tarsus,Battle of Raukos,,battle of raukos
87,the  Pit of Raukos,'LOC',the pit of raukos,Pit of Raukos,,pit of raukos
81,Warlord  Titans,'PERSON',warlord titans,Warlock Titan,,warlock titan
88,the  Ciricrux Anima,'ORG',the ciricrux anima,Ciricrux Anima,,ciricrux anima
84,the Aeldari Titans,'ORG',the aeldari titans,Aeldari Titan,,aeldari titan
90,Battle Brothers,'ORG',battle brothers,Battle-Brother,,battle-brother
97,Astra Militarum,'ORG',astra militarum,IAstra Militarum,,iastra militarum
83,the  Wild Space,'LOC',the wild space,Wild Space,,wild space
93,Thallaxii Cohort,'ORG',thallaxii cohort,Thallax Cohort,,thallax cohort
93,Kastorel Novem,'LOC',kastorel novem,Kastorel-Novem,,kastorel-novem
84,WAAAGH! Skargutz,'PERSON',waaagh! skargutz,WAAAGH! Rarguts,,waaagh! rarguts
85,the Kastelan Robots,'ORG',the kastelan robots,Kastelan Robot,,kastelan robot
81,Fabricator Locum Kane,'PERSON',fabricator locum kane,fabricator-locum,,fabricator-locum
84,The  Legio Crucius,'ORG',the legio crucius,Legio  Crucius,,legio  crucius
89,the  Astartes Praeses,'ORG',the astartes praeses,Astartes Praeses,,astartes praeses
89,the  Angels Eradicant  ,'ORG',the angels eradicant,Angels Eradicant,,angels eradicant
90,The Knights Unyielding,'ORG',the knights unyielding,Knights Unyielding,,knights unyielding
90,Camba Diaz,'PERSON',camba diaz,Camba-Diaz,,camba-diaz
83,Kroots,'NORP',kroots,Robots,,robots
88,Sota Nul,'PERSON',sota nul,Sota-Nul,,sota-nul
85,Standard Bearer Space Marine Company,'ORG',standard bearer space marine company,Standard Bearer (Space Marine),,standard bearer (space marine)
83,The Siege Hammers,'ORG',the siege hammers,Siege Hammer,,siege hammer
98,Temple of Corrections,'ORG',temple of corrections,Temple of Correction,,temple of correction
88,Halo of Darkness,'ORG',halo of darkness,Hand of Darkness,,hand of darkness
83,War in the Air,'PERSON',war in the air,War in the Rift,,war in the rift
83,the  Great Game,'ORG',the great game,Great Game,,great game
88,the  Sotharan League,'ORG',the sotharan league,Sotharan League,,sotharan league
81,Sergeant Imperial Guard,'ORG',sergeant imperial guard,Veteran (Imperial Guard),,veteran (imperial guard)
81,a  Rough Riders of Attila  Company,'ORG',a rough riders of attila company,Rough Riders of Attila,,rough riders of attila
87,the Attila System,'LOC',the attila system,Attila System,,attila system
95,Periphery Sub Sector,'LOC',periphery sub sector,Periphery Sub-Sector,,periphery sub-sector
97,13th Penal Legion Last Chancers,'ORG',13th penal legion last chancers,13th Penal Legion (Last Chancers),,13th penal legion (last chancers)
85,the  Sanctioned Psyker s,'ORG',the sanctioned psyker s,Sanctioned Psyker,,sanctioned psyker
83,the Witch Hunters,'NORP',the witch hunters,Witch Hunter,,witch hunter
93,Admirals,'NORP',admirals,admiral,,admiral
86,the  Sisters of Battle,'ORG',the sisters of battle,Sister of Battle,,sister of battle
89,Battle Sisters,'ORG',battle sisters,battle-sister,,battle-sister
89,the  Cybernetic Revolt,'ORG',the cybernetic revolt,Cybernetic Revolt,,cybernetic revolt
83,Ground Armour,'ORG',ground armour,Rune Armour,,rune armour
92,Stonecrushers,'NORP',stonecrushers,Stone Crusher,,stone crusher
82,Tantalid,'PERSON',tantalid,Tentaclid,,tentaclid
82,a  Blood,'PERSON',a blood,Acid Blood,,acid blood
87,An Adrenal Gland,'PERSON',an adrenal gland,Adrenal Glands,,adrenal glands
94,Scuttler,'PERSON',scuttler,Scuttlers,,scuttlers
92,a Thorax Swarm,'ORG',a thorax swarm,Thorax Swarm,,thorax swarm
89,Wing,'ORG',wing,Wings,,wings
83,Thraxx,'ORG',thraxx,Thyrax,,thyrax
93,Electro Priest,'ORG',electro priest,Electro-priest,,electro-priest
82,Saint Josmane s Hope s,'LOC',saint josmane s hope s,St. Josmanes Hope,,st. josmanes hope
96,Foresworn World Eaters,'ORG',foresworn world eaters,Foresworn (World Eaters),,foresworn (world eaters)
89,Vaul Blackstone Fortresses,'ORG',vaul blackstone fortresses,Blackstone Fortresses,,blackstone fortresses
89,Leman Russ Eradicator   the,'PERSON',leman russ eradicator  the,Leman Russ Eradicator,,leman russ eradicator
94,Arco Flagellation,'PERSON',arco flagellation,arco-flagellation,,arco-flagellation
91,the Ordos of the Inquisition,'ORG',the ordos of the inquisition,Holy Ordos of the Inquisition,,holy ordos of the inquisition
85,Battle of Radnar,'PERSON',battle of radnar,Battle of Krongar,,battle of krongar
91,a Swift Claw,'ORG',a swift claw,Swift Claw,,swift claw
93,Dait Tar,'PERSON',dait tar,DaitTar,,daittar
91,The Grand Provost Marshal,'PERSON',the grand provost marshal,Grand Provost Marshal,,grand provost marshal
82,the Captain General,'PERSON',the captain general,Captain-General,,captain-general
94,techno barbarian,'NORP',techno barbarian,techno-barbarian,,techno-barbarian
86,the  Custodian,'PERSON',the custodian,Chief Custodian,,chief custodian
94,Yggra nya,'PERSON',yggra nya,Yggranya,,yggranya
92,the  Logos Historica Verita,'ORG',the logos historica verita,Logos Historica Verita,,logos historica verita
92,the  Imperial Dating System,'ORG',the imperial dating system,Imperial Dating System,,imperial dating system
89,the Wars of Secession,'PERSON',the wars of secession,Wars of Secession,,wars of secession
95,Mephet ran,'PERSON',mephet ran,Mephetran,,mephetran
95,Nyadra zath,'PERSON',nyadra zath,Nyadrazath,,nyadrazath
91,C tan Shard,'PERSON',c tan shard,Ctan Shards,,ctan shards
83,the  True Mechanicum,'PERSON',the true mechanicum,Throne Mechanicum,,throne mechanicum
86,Wargear  Chainsword,'PERSON',wargear chainsword,Reaper Chainsword,,reaper chainsword
85,the  Men of Gold,'ORG',the men of gold,Men of Gold,,men of gold
86,the  Men of Stone,'PERSON',the men of stone,Men of Stone,,men of stone
88,the  True Mechanicum,'PERSON',the true mechanicum,True Mechanicum,,true mechanicum
87,The  Scourge,'PERSON',the scourge,The Scouring,,the scouring
83,Cygnax System,'ORG',cygnax system,Cana System,,cana system
85,the Ghost Stars,'LOC',the ghost stars,Ghost Stars,,ghost stars
90,Sub sector,'LOC',sub sector,sub-sector,,sub-sector
82,Council,'ORG',council,Ur-Council,,ur-council
87,the Mortuam Chain,'LOC',the mortuam chain,Mortuam Chain,,mortuam chain
85,Adepts of the Administratum,'ORG',adepts of the administratum,Master of the Administratum,,master of the administratum
89,The Apostate Cardinal,'PERSON',the apostate cardinal,Apostate Cardinal,,apostate cardinal
90,The Redemption Crusades,'PERSON',the redemption crusades,Redemption Crusades,,redemption crusades
88,the Abyssal Crusade,'ORG',the abyssal crusade,Abyssal Crusade,,abyssal crusade
86,the Lost Crusade,'ORG',the lost crusade,Lost Crusade,,lost crusade
93,Gue vesa,'NORP',gue vesa,Guevesa,,guevesa
88,the  Severed Worlds,'LOC',the severed worlds,Severed Worlds,,severed worlds
96,Dal yth Prime,'LOC',dal yth prime,Dalyth Prime,,dalyth prime
92,Ka jagga nath,'PERSON',ka jagga nath,Kajagganath,,kajagganath
84,Dark Angels Company,'ORG',dark angels company,Dark Angels Company Master,,dark angels company master
88,the Nephilim Sector,'LOC',the nephilim sector,Nephilim Sector,,nephilim sector
81,Ultramarines Companies,'ORG',ultramarines companies,Ultramarines 3rd Comnpany,,ultramarines 3rd comnpany
83,the Well of Eternity,'LOC',the well of eternity,Will of Eternity,,will of eternity
81,Order of Guilliman,'ORG',order of guilliman,Shrine of Guilliman,,shrine of guilliman
84,Hammer of Witches,'PERSON',hammer of witches,Age of Witches,,age of witches
88,a Shield World,'LOC',a shield world,Shieldworld,,shieldworld
93,Chapter Masters,'ORG',chapter masters,Chapter Mater,,chapter mater
82,Allied War,'ORG',allied war,Talledus War,,talledus war
85,the Veritus Sub sector,'LOC',the veritus sub sector,Veritus Sub-sector,,veritus sub-sector
83,the Velk’han Sept,'LOC',the velk’han sept,Velkhan Sept,,velkhan sept
84,Land Raider s,'ORG',land raider s,Land Raider Helios,,land raider helios
81,Tyranid Bio,'ORG',tyranid bio,Tyranid Biomorph,,tyranid biomorph
94,a  Deathwatch Black Shield,'ORG',a deathwatch black shield,Deatchwatch Black Shield,,deatchwatch black shield
87,the  Gates of Fire,'LOC',the gates of fire,Gates of Fire,,gates of fire
95,Krrk tikit  ,'LOC',krrk tikit,Krrktikit,,krrktikit
95,Tsua Malor,'LOC',tsua malor,TsuaMalor,,tsuamalor
92,Va Jiya,'PERSON',va jiya,VaJiya,,vajiya
93,Shebol Red Hand,'PERSON',shebol red hand,Shebol Red-Hand,,shebol red-hand
81,Aurea Exterminatore,'PERSON',aurea exterminatore,Gauss Exterminator,,gauss exterminator
82,the Cult Mechanicus,'ORG',the cult mechanicus,Cult Mechanicum,,cult mechanicum
82,Commune of Prospero,'ORG',commune of prospero,Scouring of Prospero,,scouring of prospero
97,Volkite Culverine,'PERSON',volkite culverine,Volkite Culverin,,volkite culverin
96,Land Speeder Vengeance s,'ORG',land speeder vengeance s,Land Speeder Vengeance,,land speeder vengeance
82,Land Speeder s,'ORG',land speeder s,Land Speeder Proteus,,land speeder proteus
81,Veteran Space Marines,'NORP',veteran space marines,Lieutenant (Space Marines),,lieutenant (space marines)
95,Ravenwing Darkshroud s,'ORG',ravenwing darkshroud s,Ravenwing Darkshroud,,ravenwing darkshroud
89,the  Heavenfall Blades,'ORG',the heavenfall blades,Heavenfall Blades,,heavenfall blades
83,Montar,'LOC',montar,Mortar,,mortar
86,Chaos Space Marines,'NORP',chaos space marines,Chaos Space Marine Havocs,,chaos space marine havocs
96,Phosis T Kar,'PERSON',phosis t kar,Phosis TKar,,phosis tkar
93,the  Varagyr Wolf Guard Terminator Squad  ,'ORG',the varagyr wolf guard terminator squad,Varagyr Wolf Guard Terminator Squads,,varagyr wolf guard terminator squads
93,The Master of the Apothecarion,'PERSON',the master of the apothecarion,Master of the Apothecarion,,master of the apothecarion
90,Mark IV Maximus Armour,'PERSON',mark iv maximus armour,Mark IV Maximus ower Armour,,mark iv maximus ower armour
83,Siggard Dreadnought,'PERSON',siggard dreadnought,Siege Dreadnought,,siege dreadnought
95,Razorbacks,'ORG',razorbacks,Razorback,,razorback
88,The Forgotten Wars,'PERSON',the forgotten wars,Forgotten Wars,,forgotten wars
95,Bjorn the Fell Handed,'PERSON',bjorn the fell handed,Bjorn the Fell-Handed,,bjorn the fell-handed
83,The Death Jesters,'PERSON',the death jesters,Death Jester,,death jester
83,Hestor,'PERSON',hestor,Thesor,,thesor
86,the Black Crusades,'ORG',the black crusades,1st Black Crusade,,1st black crusade
98,An ggrath the Unbound,'PERSON',an ggrath the unbound,Anggrath the Unbound,,anggrath the unbound
81,Whirlwind s,'ORG',whirlwind s,Whirlwind Helios,,whirlwind helios
81,the Cemetary World,'LOC',the cemetary world,Cemetery World,,cemetery world
95,Black Library Company,'ORG',black library company,Black Library (company),,black library (company)
92,the  Leagues of Votann Fleets,'ORG',the leagues of votann fleets,Leagues of Votann Fleets,,leagues of votann fleets
82,Prophets,'ORG',prophets,Prospects,,prospects
86,a  Horror,'PERSON',a horror,Horror,,horror
83,the Dark Apostle,'PERSON',the dark apostle,Dark Apostles,,dark apostles
88,The Dispute of Iron,'PERSON',the dispute of iron,Dispute of Iron,,dispute of iron
83,Onager Dunecrawlers,'PERSON',onager dunecrawlers,Onager Dunewalker,,onager dunewalker
93,the Grand Master of Assassins,'PERSON',the grand master of assassins,Grand Master of Assassins,,grand master of assassins
97,Malcador s Chosen,'ORG',malcador s chosen,Malcadors Chosen,,malcadors chosen
82,War Engines,'ORG',war engines,Warp-Engine,,warp-engine
86,Irokian,'NORP',irokian,Ironkin,,ironkin
91,the Cybernetica Datasmith,'ORG',the cybernetica datasmith,Cybernetica Datasmith,,cybernetica datasmith
82,Cybernetica Tech,'ORG',cybernetica tech,Cybernetica Cortex,,cybernetica cortex
88,Xi Nu 73,'PERSON',xi nu 73,Xi-Nu 73,,xi-nu 73
88,the Displacer Field,'LOC',the displacer field,Displacer Field,,displacer field
89,the Black Crusades,'ORG',the black crusades,11th Black Crusade,,11th black crusade
85,Certus Minor’s,'LOC',certus minor’s,Certus-Minor,,certus-minor
