Spacy_entity,Spacy_tag,clean_entities,Wiki_entity,Wiki_tag
Traitor Titan Legions,'ORG',traitor titan legions,Traitor Titan Legions,
Unfleshed,'ORG',unfleshed,Unfleshed,
XVIII Legion   ,'ORG',xviii legion,XVIII Legion,
Neophytes,'NORP',neophytes,neophytes,
Aaroth Ptolemy,'PERSON',aaroth ptolemy,Aaroth Ptolemy,
Gerad Ixion   ,'PERSON',gerad ixion,Gerad Ixion,
Imperial Compliance,'ORG',imperial compliance,Imperial Compliance,
Astropaths,'LOC',astropaths,Astropaths,
Angels Revenant,'ORG',angels revenant,Angels Revenant,
Vox,'ORG',vox,Vox,
Genestealer Cult,'ORG',genestealer cult,Genestealer Cult,
Compliance,'ORG',compliance,Compliance,
Sangua Terra,'LOC',sangua terra,Sangua Terra,
Webway Project,'ORG',webway project,Webway Project,
Alpha Legion,'ORG',alpha legion,Alpha Legion,
Master of the Arsenal,'ORG',master of the arsenal,Master of the Arsenal,
Gardinaal,'LOC',gardinaal,Gardinaal,
Abaddon,'PERSON',abaddon,Abaddon,
Tarsis,'NORP',tarsis,Tarsis,
Vigil,'ORG',vigil,Vigil,
Daemon Engine,'ORG',daemon engine,Daemon Engine,
VII Legion,'ORG',vii legion,VII Legion,
Mikael Fabian,'PERSON',mikael fabian,Mikael Fabian,
Saul Invictus,'PERSON',saul invictus,Saul Invictus,
Colchis,'LOC',colchis,Colchis,
Iron Hawks,'ORG',iron hawks,Iron Hawks,
Daemon Primarch,'PERSON',daemon primarch,Daemon Primarch,
Great Crusade,'ORG',great crusade,Great Crusade,
Terminators,'NORP',terminators,Terminators,
Red Wolves,'ORG',red wolves,Red Wolves,
Master of Recruits,'ORG',master of recruits,Master of Recruits,
Acheran,'PERSON',acheran,Acheran,
Malcador,'PERSON',malcador,Malcador,
Space Marine Chapter Homeworld,'ORG',space marine chapter homeworld,Space Marine Chapter Homeworld,
War of Beasts,'ORG',war of beasts,War of Beasts,
Cypher,'PERSON',cypher,Cypher,
Hawk Lords,'ORG',hawk lords,Hawk Lords,
Kelbor Hal,'PERSON',kelbor hal,Kelbor Hal,
Iron Hands,'ORG',iron hands,Iron Hands,
Orar,'PERSON',orar,Orar,
Khur,'LOC',khur,Khur,
Zymran,'PERSON',zymran,Zymran,
Alaitoc,'LOC',alaitoc,Alaitoc,
Night Lords,'NORP',night lords,Night Lords,
Imperials,'NORP',imperials,Imperials,
Khaela Mensha Khaine,'PERSON',khaela mensha khaine,Khaela Mensha Khaine,
Master of the Fleet,'ORG',master of the fleet,Master of the Fleet,
Steloc Aethon,'PERSON',steloc aethon,Steloc Aethon,
Learchus Abantes   ,'PERSON',learchus abantes,Learchus Abantes,
Helion Legion,'ORG',helion legion,Helion Legion,
Varnus,'PERSON',varnus,Varnus,
Tyrannic War Veteran,'ORG',tyrannic war veteran,Tyrannic War Veteran,
Ares Voitek,'PERSON',ares voitek,Ares Voitek,
Traitor Marines,'ORG',traitor marines,Traitor Marines,
Zanzag,'PERSON',zanzag,Zanzag,
Tiberius,'PERSON',tiberius,Tiberius,
Magnus the Red,'PERSON',magnus the red,Magnus the Red,
Rangdan Xenocides,'PERSON',rangdan xenocides,Rangdan Xenocides,
Argluk,'PERSON',argluk,Argluk,
Chief Victualler,'ORG',chief victualler,Chief Victualler,
Jaghatai Khan,'PERSON',jaghatai khan,Jaghatai Khan,
Segmentum Solar,'LOC',segmentum solar,Segmentum Solar,
Daemonic,'NORP',daemonic,daemonic,
Saint Lucia,'PERSON',saint lucia,Saint Lucia,
Heretics,'NORP',heretics,Heretics,
Nurglite,'NORP',nurglite,Nurglite,
Katherine,'PERSON',katherine,Katherine,
Dimmamar,'LOC',dimmamar,Dimmamar,
Goge Vandire  ,'PERSON',goge vandire,Goge Vandire,
Orders Militant,'ORG',orders militant,Orders Militant,
Penitent Engine,'ORG',penitent engine,Penitent Engine,
Marduk,'PERSON',marduk,Marduk,
Ophelia VII,'LOC',ophelia vii,Ophelia VII,
Chamber Militant,'ORG',chamber militant,Chamber Militant,
Orpheus Sector,'LOC',orpheus sector,Orpheus Sector,
Sepheris Secundus,'LOC',sepheris secundus,Sepheris Secundus,
Ecclesiarchy,'ORG',ecclesiarchy,Ecclesiarchy,
Sebastian Thor,'PERSON',sebastian thor,Sebastian Thor,
Heretic,'NORP',heretic,Heretic,
Exorcists,'NORP',exorcists,Exorcists,
Order of the Valorous Heart,'ORG',order of the valorous heart,Order of the Valorous Heart,
Lucia,'PERSON',lucia,Lucia,
Alexis XXII,'PERSON',alexis xxii,Alexis XXII,
Alicia Dominica,'PERSON',alicia dominica,Alicia Dominica,
Heretic Astartes,'NORP',heretic astartes,Heretic Astartes,
Alexis XII,'PERSON',alexis xii,Alexis XII,
Hive Helsreach,'PERSON',hive helsreach,Hive Helsreach,
Silvana,'PERSON',silvana,Silvana,
Gabriel Seth,'PERSON',gabriel seth,Gabriel Seth,
Dominions,'ORG',dominions,Dominions,
Dominion Squad,'ORG',dominion squad,Dominion Squad,
Order of the Argent Shroud,'ORG',order of the argent shroud,Order of the Argent Shroud,
Celestian,'NORP',celestian,Celestian,
Order,'ORG',order,Order,
Adepta Sororitas,'ORG',adepta sororitas,Adepta Sororitas,
Imperial Crusade,'ORG',imperial crusade,Imperial Crusade,
Flesh Tearers,'ORG',flesh tearers,Flesh Tearers,
Death Cult,'ORG',death cult,Death Cult,
Grimaldus,'PERSON',grimaldus,Grimaldus,
Reclusiarch   ,'PERSON',reclusiarch,Reclusiarch,
Canoness,'PERSON',canoness,Canoness,
Seraphim,'NORP',seraphim,Seraphim,
Exarch,'ORG',exarch,Exarch,
Orikan,'NORP',orikan,Orikan,
Mymeara,'PERSON',mymeara,Mymeara,
Ice World,'LOC',ice world,Ice World,
Farseers,'NORP',farseers,Farseers,
Irillyth,'PERSON',irillyth,Irillyth,
Autarch,'NORP',autarch,Autarch,
Sky Raiders,'ORG',sky raiders,Sky Raiders,
Slaanesh,'NORP',slaanesh,Slaanesh,
Carnac,'LOC',carnac,Carnac,
Kayleth,'PERSON',kayleth,Kayleth,
Typhon Primaris,'PERSON',typhon primaris,Typhon Primaris,
Khaine,'PERSON',khaine,Khaine,
Exodites,'NORP',exodites,Exodites,
Dathedian,'LOC',dathedian,Dathedian,
Great Company,'ORG',great company,Great Company,
Maugan Ra,'PERSON',maugan ra,Maugan Ra,
Empyrean,'LOC',empyrean,Empyrean,
Infinity Circuit,'LOC',infinity circuit,Infinity Circuit,
Karandras,'PERSON',karandras,Karandras,
Pathfinders,'ORG',pathfinders,Pathfinders,
Warlock,'NORP',warlock,Warlock,
Illic Nightspear,'PERSON',illic nightspear,Illic Nightspear,
Rangers,'ORG',rangers,Rangers,
Betalis III,'PERSON',betalis iii,Betalis III,
Ranger,'NORP',ranger,Ranger,
Sunblitz Brotherhood,'ORG',sunblitz brotherhood,Sunblitz Brotherhood,
Farseer,'PERSON',farseer,Farseer,
Trazyn the Infinite,'PERSON',trazyn the infinite,Trazyn the Infinite,
Aspect Warriors,'ORG',aspect warriors,Aspect Warriors,
World Spirit,'ORG',world spirit,World Spirit,
Deathmark,'ORG',deathmark,Deathmark,
Craftworld Mymeara,'ORG',craftworld mymeara,Craftworld Mymeara,
Anrakyr,'PERSON',anrakyr,Anrakyr,
Eldar Outcasts,'ORG',eldar outcasts,Eldar Outcasts,
Wraithlord,'NORP',wraithlord,Wraithlord,
Eldorath Starbane,'PERSON',eldorath starbane,Eldorath Starbane,
Baharroth,'PERSON',baharroth,Baharroth,
Pedro Kantor,'PERSON',pedro kantor,Pedro Kantor,
the  Masque,'PERSON',the masque,The Masque,
Wraithseer,'NORP',wraithseer,Wraithseer,
Harlequin,'ORG',harlequin,Harlequin,
Bran Redmaw  ,'PERSON',bran redmaw,Bran Redmaw,
Dûriel,'LOC',dûriel,Dûriel,
Kysaduras,'PERSON',kysaduras,Kysaduras,
Earth Caste,'NORP',earth caste,Earth Caste,
Iyanna Arienal,'PERSON',iyanna arienal,Iyanna Arienal,
Spiritseer,'ORG',spiritseer,Spiritseer,
Hive,'NORP',hive,Hive,
Argan Kallorax,'PERSON',argan kallorax,Argan Kallorax,
Wraithguard,'NORP',wraithguard,Wraithguard,
Hypnoth,'LOC',hypnoth,Hypnoth,
Taec Silvereye,'PERSON',taec silvereye,Taec Silvereye,
Iyanden,'NORP',iyanden,Iyanden,
Wraithlords,'NORP',wraithlords,Wraithlords,
Yriel,'ORG',yriel,Yriel,
Asurmen,'ORG',asurmen,Asurmen,
Commorragh,'LOC',commorragh,Commorragh,
Crimson Castellans,'NORP',crimson castellans,Crimson Castellans,
Idharae,'ORG',idharae,Idharae,
Eldritch Raiders,'ORG',eldritch raiders,Eldritch Raiders,
Burna,'LOC',burna,Burna,
Rekkfist,'LOC',rekkfist,Rekkfist,
Seer,'NORP',seer,Seer,
Tzeentch,'LOC',tzeentch,Tzeentch,
Webway,'LOC',webway,Webway,
Cadians,'NORP',cadians,Cadians,
Guardians,'NORP',guardians,Guardians,
Asur,'PERSON',asur,Asur,
Kabal,'NORP',kabal,Kabal,
Craftworld Ulthwé,'ORG',craftworld ulthwé,Craftworld Ulthwé,
Shadowseer,'PERSON',shadowseer,Shadowseer,
Ulthwé,'LOC',ulthwé,Ulthwé,
Zhemon,'PERSON',zhemon,Zhemon,
Bonesinger,'PERSON',bonesinger,Bonesinger,
Gargoyle,'NORP',gargoyle,Gargoyle,
Kelmon Farsight,'PERSON',kelmon farsight,Kelmon Farsight,
Ghost Warriors,'NORP',ghost warriors,Ghost Warriors,
Craftworlds,'LOC',craftworlds,Craftworlds,
Seers,'NORP',seers,Seers,
Bonesingers,'PERSON',bonesingers,Bonesingers,
Mehlendri Silversoul,'PERSON',mehlendri silversoul,Mehlendri Silversoul,
Fallen Angel,'PERSON',fallen angel,Fallen Angel,
Harridan,'NORP',harridan,Harridan,
Asuryan,'LOC',asuryan,Asuryan,
Invaders,'NORP',invaders,Invaders,
Avatar,'PERSON',avatar,Avatar,
Ulthanash,'PERSON',ulthanash,Ulthanash,
Kelmon,'PERSON',kelmon,Kelmon,
Raiders,'NORP',raiders,Raiders,
Aspect Shrines,'LOC',aspect shrines,Aspect Shrines,
Eldanesh,'PERSON',eldanesh,Eldanesh,
Drastanta,'PERSON',drastanta,Drastanta,
Cadian,'NORP',cadian,Cadian,
Gnosis Prime,'LOC',gnosis prime,Gnosis Prime,
Jain Zar,'PERSON',jain zar,Jain Zar,
Logan Grimnar,'PERSON',logan grimnar,Logan Grimnar,
Asdrubael Vect,'PERSON',asdrubael vect,Asdrubael Vect,
Trazyn,'PERSON',trazyn,Trazyn,
Unsung,'ORG',unsung,Unsung,
Castellan,'PERSON',castellan,Castellan,
Genevieve,'PERSON',genevieve,Genevieve,
Klaisus,'PERSON',klaisus,Klaisus,
Terran Crusade,'ORG',terran crusade,Terran Crusade,
Thorian   ,'ORG',thorian,Thorian,
Khârn,'PERSON',khârn,Khârn,
Eleanor,'PERSON',eleanor,Eleanor,
Celestine,'ORG',celestine,Celestine,
Forrax,'PERSON',forrax,Forrax,
Sanctus Lys,'LOC',sanctus lys,Sanctus Lys,
Tsadrekha,'PERSON',tsadrekha,Tsadrekha,
Possessed Chaos Space Marines,'NORP',possessed chaos space marines,Possessed Chaos Space Marines,
Kasr Holn,'LOC',kasr holn,Kasr Holn,
Urkanthos,'PERSON',urkanthos,Urkanthos,
Puritan,'NORP',puritan,Puritan,
Kassar,'PERSON',kassar,Kassar,
Saint Katherine,'PERSON',saint katherine,Saint Katherine,
Gralastyx,'PERSON',gralastyx,Gralastyx,
Vardus Praal,'PERSON',vardus praal,Vardus Praal,
Ignace Karkasy,'PERSON',ignace karkasy,Ignace Karkasy,
Remembrancer,'ORG',remembrancer,Remembrancer,
Tubal Cayne,'PERSON',tubal cayne,Tubal Cayne,
Kyril Sindermann,'PERSON',kyril sindermann,Kyril Sindermann,
Xavyer Jubal,'PERSON',xavyer jubal,Xavyer Jubal,
Macer Varren,'PERSON',macer varren,Macer Varren,
Garviel Loken,'PERSON',garviel loken,Garviel Loken,
Istvaan III Atrocity,'PERSON',istvaan iii atrocity,Istvaan III Atrocity,
Iterator,'NORP',iterator,Iterator,
Sisters of Silence,'ORG',sisters of silence,Sisters of Silence,
Cthonia,'LOC',cthonia,Cthonia,
Severian,'PERSON',severian,Severian,
Crius,'PERSON',crius,Crius,
Mersadie Oliton,'PERSON',mersadie oliton,Mersadie Oliton,
Eisenstein,'PERSON',eisenstein,Eisenstein,
Knights,'NORP',knights,Knights,
Istvaan III,'LOC',istvaan iii,Istvaan III,
Helig Gallor,'PERSON',helig gallor,Helig Gallor,
Interex,'ORG',interex,Interex,
Tarik Torgaddon,'PERSON',tarik torgaddon,Tarik Torgaddon,
Samus,'PERSON',samus,Samus,
Horus Aximand,'PERSON',horus aximand,Horus Aximand,
Callion Zaven,'PERSON',callion zaven,Callion Zaven,
Mining World,'LOC',mining world,Mining World,
Mournival,'ORG',mournival,Mournival,
Cthonian,'NORP',cthonian,Cthonian,
Eugen Temba,'PERSON',eugen temba,Eugen Temba,
Rama Karayan,'PERSON',rama karayan,Rama Karayan,
Altan Nohai,'PERSON',altan nohai,Altan Nohai,
Bror Tyrfingr,'PERSON',bror tyrfingr,Bror Tyrfingr,
Iacton Qruze,'PERSON',iacton qruze,Iacton Qruze,
Futharc,'ORG',futharc,Futharc,
Saul Tarvitz,'PERSON',saul tarvitz,Saul Tarvitz,
Vardas Ison,'PERSON',vardas ison,Vardas Ison,
Murder,'LOC',murder,Murder,
Silas Hand,'PERSON',silas hand,Silas Hand,
Daemonifuge,'PERSON',daemonifuge,Daemonifuge,
Illuminor Szeras,'PERSON',illuminor szeras,Illuminor Szeras,
the  Black Library,'ORG',the black library,The Black Library,
Kyganil,'PERSON',kyganil,Kyganil,
Ephrael Stern,'PERSON',ephrael stern,Ephrael Stern,
Battlegroup Kallides,'PERSON',battlegroup kallides,Battlegroup Kallides,
Severitas,'LOC',severitas,Severitas,
Pariah,'PERSON',pariah,Pariah,
Asteroth,'PERSON',asteroth,Asteroth,
Ahriman,'PERSON',ahriman,Ahriman,
Okassis,'PERSON',okassis,Okassis,
The Reign of Blood,'PERSON',the reign of blood,The Reign of Blood,
Ordo Hereticus,'PERSON',ordo hereticus,Ordo Hereticus,
Order Militant,'ORG',order militant,Order Militant,
Mina,'PERSON',mina,Mina,
Ministorum,'ORG',ministorum,Ministorum,
Synod,'ORG',synod,Synod,
Custodian,'NORP',custodian,Custodian,
Custodians,'NORP',custodians,Custodians,
Longinus,'PERSON',longinus,Longinus,
Feudal World,'LOC',feudal world,Feudal World,
Hilarion,'PERSON',hilarion,Hilarion,
Calixis Sector,'LOC',calixis sector,Calixis Sector,
Segmentum Obscurus,'LOC',segmentum obscurus,Segmentum Obscurus,
Taros,'LOC',taros,Taros,
Quixos,'PERSON',quixos,Quixos,
Cherubael,'PERSON',cherubael,Cherubael,
Harlon Nayl,'PERSON',harlon nayl,Harlon Nayl,
Carl Thonius,'PERSON',carl thonius,Carl Thonius,
Cognitae,'NORP',cognitae,Cognitae,
Gregor Eisenhorn  ,'PERSON',gregor eisenhorn,Gregor Eisenhorn,
Gudrun,'PERSON',gudrun,Gudrun,
Titan,'LOC',titan,Titan,
Inquisitors,'NORP',inquisitors,Inquisitors,
Thracian Primaris,'PERSON',thracian primaris,Thracian Primaris,
Rogue Trader,'ORG',rogue trader,Rogue Trader,
Scholastica Psykana,'ORG',scholastica psykana,Scholastica Psykana,
Eustis Majoris,'NORP',eustis majoris,Eustis Majoris,
Zeph,'PERSON',zeph,Zeph,
Sancour,'LOC',sancour,Sancour,
Acolyte,'PERSON',acolyte,acolyte,
Alizebeth Bequin,'PERSON',alizebeth bequin,Alizebeth Bequin,
Radical,'NORP',radical,Radical,
Arianhrod Esw Sweydyr,'PERSON',arianhrod esw sweydyr,Arianhrod Esw Sweydyr,
Hyperion,'ORG',hyperion,Hyperion,
Gideon Ravenor,'PERSON',gideon ravenor,Gideon Ravenor,
Pontius Glaw,'PERSON',pontius glaw,Pontius Glaw,
Eisenhorn,'PERSON',eisenhorn,Eisenhorn,
Blank,'PERSON',blank,Blank,
Zygmunt Molotch,'PERSON',zygmunt molotch,Zygmunt Molotch,
Klybo,'PERSON',klybo,Klybo,
STC,'ORG',stc,STC,
Dead World,'LOC',dead world,Dead World,
Spectoris,'ORG',spectoris,Spectoris,
Tranch,'LOC',tranch,Tranch,
Ocean World,'LOC',ocean world,Ocean World,
Obscurus,'LOC',obscurus,Obscurus,
Simon Spurrier,'PERSON',simon spurrier,Simon Spurrier,
Turtolsky,'LOC',turtolsky,Turtolsky,
Firstborn,'NORP',firstborn,Firstborn,
Forge World,'LOC',forge world,Forge World,
Vostroya,'LOC',vostroya,Vostroya,
Low Gothic,'NORP',low gothic,Low Gothic,
Follaxian 113th Irregulars,'ORG',follaxian 113th irregulars,Follaxian 113th Irregulars,
Fire Warrior,'ORG',fire warrior,Fire Warrior,
Ethereals,'NORP',ethereals,Ethereals,
Water Caste,'ORG',water caste,Water Caste,
Brimlock Dragoons,'ORG',brimlock dragoons,Brimlock Dragoons,
Kalice Arkady,'PERSON',kalice arkady,Kalice Arkady,
Highlock Freemen,'PERSON',highlock freemen,Highlock Freemen,
Farsight,'PERSON',farsight,Farsight,
Drusus,'PERSON',drusus,Drusus,
Malfian,'LOC',malfian,Malfian,
Departmento Munitorum,'ORG',departmento munitorum,Departmento Munitorum,
Landunder,'ORG',landunder,Landunder,
Scintilla,'LOC',scintilla,Scintilla,
The Lathes,'LOC',the lathes,The Lathes,
Calixian,'NORP',calixian,Calixian,
Malfi,'LOC',malfi,Malfi,
Halo Stars,'LOC',halo stars,Halo Stars,
Hive World,'LOC',hive world,Hive World,
Corsair,'ORG',corsair,corsair,
Highborn,'NORP',highborn,Highborn,
Command Squad,'ORG',command squad,Command Squad,
Canon,'ORG',canon,Canon,
Ultramarines 2nd Company  ,'ORG',ultramarines 2nd company,Ultramarines 2nd Company,
Chaos Daemon,'NORP',chaos daemon,Chaos Daemon,
Astropathic Choir,'ORG',astropathic choir,Astropathic Choir,
Chaos Undivided,'ORG',chaos undivided,Chaos Undivided,
Scarus Sector,'LOC',scarus sector,Scarus Sector,
Marius Hax,'PERSON',marius hax,Marius Hax,
Orbel Quill,'PERSON',orbel quill,Orbel Quill,
Maccabeus Quintus,'PERSON',maccabeus quintus,Maccabeus Quintus,
Menagerie,'ORG',menagerie,Menagerie,
Pilgrims of Hayte,'ORG',pilgrims of hayte,Pilgrims of Hayte,
Caidin,'PERSON',caidin,Caidin,
Fenksworld,'LOC',fenksworld,Fenksworld,
Iocanthus,'LOC',iocanthus,Iocanthus,
Hive City,'LOC',hive city,hive city,
Antioch,'PERSON',antioch,Antioch,
Daemonhost,'PERSON',daemonhost,daemonhost,
Blood Ravens   ,'ORG',blood ravens,Blood Ravens,
Godwin Fischig,'PERSON',godwin fischig,Godwin Fischig,
Ghül,'PERSON',ghül,Ghül,
Promody,'LOC',promody,Promody,
Maxilla,'PERSON',maxilla,Maxilla,
Hapshant,'PERSON',hapshant,Hapshant,
Astropath,'NORP',astropath,astropath,
Leonid Osma,'PERSON',leonid osma,Leonid Osma,
Heldane,'PERSON',heldane,Heldane,
Temperis,'ORG',temperis,Temperis,
Praedis Zeta,'ORG',praedis zeta,Praedis Zeta,
Badab Primaris,'ORG',badab primaris,Badab Primaris,
Jericho Reach,'ORG',jericho reach,Jericho Reach,
Greyshroud,'ORG',greyshroud,Greyshroud,
Josian Reach,'ORG',josian reach,Josian Reach,
Sector Solar,'ORG',sector solar,Sector Solar,
Korianis Sector,'ORG',korianis sector,Korianis Sector,
Fenksworld System,'ORG',fenksworld system,Fenksworld System,
Sabbat Worlds,'ORG',sabbat worlds,Sabbat Worlds,
Amenophis IV,'ORG',amenophis iv,Amenophis IV,
Hive Worlds,'LOC',hive worlds,Hive Worlds,
Drusus Marches,'ORG',drusus marches,Drusus Marches,
Arkalas Cluster,'ORG',arkalas cluster,Arkalas Cluster,
Kado,'ORG',kado,Kado,
Golgenna Reach,'ORG',golgenna reach,Golgenna Reach,
Gehenna Prime,'ORG',gehenna prime,Gehenna Prime,
Vanity,'ORG',vanity,Vanity,
Badab Sector,'ORG',badab sector,Badab Sector,
Charadon Sector,'ORG',charadon sector,Charadon Sector,
Armageddon System,'ORG',armageddon system,Armageddon System,
Badab System,'ORG',badab system,Badab System,
Vidar Sector,'ORG',vidar sector,Vidar Sector,
Chonma Sector,'ORG',chonma sector,Chonma Sector,
Coronis Agathon,'ORG',coronis agathon,Coronis Agathon,
Underhive,'LOC',underhive,Underhive,
Armageddon Sector,'ORG',armageddon sector,Armageddon Sector,
Lastrati,'ORG',lastrati,Lastrati,
Castobel,'ORG',castobel,Castobel,
Argoth,'ORG',argoth,Argoth,
Aryand,'ORG',aryand,Aryand,
Vanaheim,'ORG',vanaheim,Vanaheim,
Arcadia,'ORG',arcadia,Arcadia,
Corax,'PERSON',corax,Corax,
Isstvan V,'LOC',isstvan v,Isstvan V,
Isstvan III,'LOC',isstvan iii,Isstvan III,
Legio Cybernetica,'ORG',legio cybernetica,Legio Cybernetica,
Gabriel Santar,'PERSON',gabriel santar,Gabriel Santar,
Shattered Legions,'ORG',shattered legions,Shattered Legions,
Isstvan System,'LOC',isstvan system,Isstvan System,
Codex Astartes,'ORG',codex astartes,Codex Astartes,
Warhammer Fantasy,'ORG',warhammer fantasy,Warhammer Fantasy,
Andy Chambers,'PERSON',andy chambers,Andy Chambers,
White Dwarf,'ORG',white dwarf,White Dwarf,
Ian Livingstone,'PERSON',ian livingstone,Ian Livingstone,
Lysander,'ORG',lysander,Lysander,
Taladorn,'NORP',taladorn,Taladorn,
Scout Squads,'ORG',scout squads,Scout Squads,
Vladimir Pugh,'PERSON',vladimir pugh,Vladimir Pugh,
Phalanx,'PERSON',phalanx,Phalanx,
Tycho,'PERSON',tycho,Tycho,
Jonas,'PERSON',jonas,Jonas,
Markov,'PERSON',markov,Markov,
Sybaris,'PERSON',sybaris,Sybaris,
Death Company,'ORG',death company,Death Company,
Nemean,'NORP',nemean,Nemean,
Tactical Marines,'NORP',tactical marines,Tactical Marines,
Scout Marine,'ORG',scout marine,Scout Marine,
Ialo Vex,'PERSON',ialo vex,Ialo Vex,
Scouts,'NORP',scouts,Scouts,
Drashin,'PERSON',drashin,Drashin,
Vernalis,'LOC',vernalis,Vernalis,
Malodrax,'LOC',malodrax,Malodrax,
Garadon  ,'PERSON',garadon,Garadon,
Daemon Engines,'ORG',daemon engines,Daemon Engines,
Kroozer,'PERSON',kroozer,Kroozer,
Chaos Cultist,'ORG',chaos cultist,Chaos Cultist,
Vogen,'PERSON',vogen,Vogen,
Eden,'LOC',eden,Eden,
Apothecaries,'ORG',apothecaries,Apothecaries,
Kleitus,'PERSON',kleitus,Kleitus,
Juno,'LOC',juno,Juno,
Darnath Lysander,'PERSON',darnath lysander,Darnath Lysander,
Haddrake Tor,'PERSON',haddrake tor,Haddrake Tor,
Centurions,'ORG',centurions,Centurions,
Scout Marines,'ORG',scout marines,Scout Marines,
Tactical Squad,'ORG',tactical squad,Tactical Squad,
Vorn Hagen,'PERSON',vorn hagen,Vorn Hagen,
Jupiter,'LOC',jupiter,Jupiter,
Ganymede,'LOC',ganymede,Ganymede,
Danarth Lysander,'PERSON',danarth lysander,Danarth Lysander,
Hive Cities,'LOC',hive cities,hive cities,
Machine Spirit,'ORG',machine spirit,Machine Spirit,
Belacane,'LOC',belacane,Belacane,
Tephaine Minor,'LOC',tephaine minor,Tephaine Minor,
Tephaine System,'ORG',tephaine system,Tephaine System,
Adrantis,'PERSON',adrantis,Adrantis,
Baraspine,'LOC',baraspine,Baraspine,
Siculi,'LOC',siculi,Siculi,
Tephaine,'LOC',tephaine,Tephaine,
Reth,'LOC',reth,Reth,
Ruststalker,'ORG',ruststalker,Ruststalker,
Herakli,'PERSON',herakli,Herakli,
Quest for Knowledge,'ORG',quest for knowledge,Quest for Knowledge,
Titan Legions,'ORG',titan legions,Titan Legions,
Agripinaa,'PERSON',agripinaa,Agripinaa,
Praetorians,'NORP',praetorians,Praetorians,
Stygies,'ORG',stygies,Stygies,
Cult Mechanicus,'ORG',cult mechanicus,Cult Mechanicus,
Koriel Zeth,'PERSON',koriel zeth,Koriel Zeth,
Skitarii,'NORP',skitarii,Skitarii,
Stygies VIII   ,'ORG',stygies viii,Stygies VIII,
Archmagi,'PERSON',archmagi,archmagi,
Sagitarii,'NORP',sagitarii,Sagitarii,
Ryza,'PERSON',ryza,Ryza,
Lathes,'PERSON',lathes,Lathes,
Noble,'NORP',noble,Noble,
Arkhan Land,'PERSON',arkhan land,Arkhan Land,
Forge Worlds,'ORG',forge worlds,Forge Worlds,
Magogue,'PERSON',magogue,Magogue,
Ruststalkers,'PERSON',ruststalkers,Ruststalkers,
Skitarii Vanguard,'ORG',skitarii vanguard,Skitarii Vanguard,
Omnispex,'ORG',omnispex,Omnispex,
Lucius,'LOC',lucius,Lucius,
Varnak,'PERSON',varnak,Varnak,
Metalica,'NORP',metalica,Metalica,
Venatorii,'NORP',venatorii,Venatorii,
Skitarii Legions,'ORG',skitarii legions,Skitarii Legions,
Nobles,'NORP',nobles,Nobles,
Navis Imperialis,'ORG',navis imperialis,Navis Imperialis,
Hereteks,'NORP',hereteks,Hereteks,
Skitarii Legion,'ORG',skitarii legion,Skitarii Legion,
Xenarites,'NORP',xenarites,Xenarites,
Secutarii,'NORP',secutarii,Secutarii,
Omnissiah,'ORG',omnissiah,Omnissiah,
Huscarls,'PERSON',huscarls,Huscarls,
Tech Guard,'ORG',tech guard,Tech Guard,
Carmyn   ,'PERSON',carmyn,Carmyn,
Askelphion Secundus,'PERSON',askelphion secundus,Askelphion Secundus,
Garden World,'LOC',garden world,Garden World,
Xiao,'PERSON',xiao,Xiao,
Macaroth,'PERSON',macaroth,Macaroth,
Macharius,'PERSON',macharius,Macharius,
Tiber Achilus,'PERSON',tiber achilus,Tiber Achilus,
Slaydo,'PERSON',slaydo,Slaydo,
Segmentum Ultima,'LOC',segmentum ultima,Segmentum Ultima,
Vitria,'LOC',vitria,Vitria,
Desert World,'LOC',desert world,Desert World,
Cryptus System,'LOC',cryptus system,Cryptus System,
Khymara,'ORG',khymara,Khymara,
Rhanda,'ORG',rhanda,Rhanda,
Orpheus Salient,'ORG',orpheus salient,Orpheus Salient,
